Candidate.id,Candidate_Entity:id,General_Party.id,Election_Type.id,Office_Sought.id,Broad_Sector.id,Incumbency_Status,Status_of_Candidate.id,Industry_Spending_Totals,Candidate,Election_Status,Status_of_Candidate,General_Party,Election_Year,Election_Type,Office_Sought,Incumbency_Status,Broad_Sector
15196,13008803,2,1,655,8,1,2,1000,"BRANSTINE, DAN",Lost-Primary,Lost,Republican,2006,Standard,ASSEMBLY DISTRICT 066,Open,Health
15239,13010789,1,1,9171,5,1,2,1000,"ORTIZ, DEBORAH V",Lost-Primary,Lost,Democratic,2006,Standard,SECRETARY OF STATE,Open,Energy & Natural Resources
15263,6398641,1,1,703,4,1,2,1000,"UMBERG, TOM",Lost-Primary,Lost,Democratic,2006,Standard,SENATE DISTRICT 034,Open,Defense
15481,13008753,1,1,647,5,1,2,1000,"GUZMAN, GERALDINE (GERRI)",Lost-Primary,Lost,Democratic,2006,Standard,ASSEMBLY DISTRICT 058,Open,Energy & Natural Resources
15487,6667724,2,1,663,4,1,2,1000,"PACKARD, SCOTT D",Lost-Primary,Lost,Republican,2006,Standard,ASSEMBLY DISTRICT 074,Open,Defense
16281,692882,2,1,629,2,1,2,1000,"CHELEBIAN, ARMINEH",Lost-Primary,Lost,Republican,2006,Standard,ASSEMBLY DISTRICT 040,Open,Construction
18325,6673774,2,1,604,5,1,2,1000,"KAMENA, SCOTT",Lost-Primary,Lost,Republican,2008,Standard,ASSEMBLY DISTRICT 015,Open,Energy & Natural Resources
19220,2012205,2,1,698,8,1,2,1000,"MOUNTJOY, DENNIS",Lost-Primary,Lost,Republican,2008,Standard,SENATE DISTRICT 029,Open,Health
20922,12997063,2,1,9173,2,1,2,1000,"AANESTAD, SAMUEL M",Lost-Primary,Lost,Republican,2010,Standard,LIEUTENANT GOVERNOR,Open,Construction
21924,12996638,1,1,9169,8,1,2,1000,"SCHURMAN, PETER",Lost-Primary,Lost,Democratic,2010,Standard,GOVERNOR,Open,Health
21968,13008725,1,1,642,2,1,2,1000,"WARD, MITCH",Lost-Primary,Lost,Democratic,2010,Standard,ASSEMBLY DISTRICT 053,Open,Construction
21978,13011189,1,1,691,8,1,2,1000,"MENCHACA, ALEJANDRO",Lost-Primary,Lost,Democratic,2010,Standard,SENATE DISTRICT 022,Open,Health
21979,6503572,1,1,691,8,1,2,1000,"REYES, EDWARD PAUL",Lost-Primary,Lost,Democratic,2010,Standard,SENATE DISTRICT 022,Open,Health
21993,2128029,4,1,9176,8,1,2,1000,"LENNING, DIANE A",Lost-Primary,Lost,Nonpartisan,2010,Standard,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Health
22043,6686307,2,1,648,2,1,2,1000,"RILEY, ANTHONY",Lost-Primary,Lost,Republican,2010,Standard,ASSEMBLY DISTRICT 059,Open,Construction
22045,13008789,2,1,652,6,1,2,1000,"CHABOT, PAUL R",Lost-Primary,Lost,Republican,2010,Standard,ASSEMBLY DISTRICT 063,Open,"Finance, Insurance & Real Estate"
22046,13008790,2,1,652,5,1,2,1000,"GILBREATH, PATRICIA L (PAT)",Lost-Primary,Lost,Republican,2010,Standard,ASSEMBLY DISTRICT 063,Open,Energy & Natural Resources
22053,379694,2,1,659,5,1,2,1000,"CHOI, STEVEN S (STEVE)",Lost-Primary,Lost,Republican,2010,Standard,ASSEMBLY DISTRICT 070,Open,Energy & Natural Resources
25851,11022753,1,1,600,5,1,2,1000,"HERNANDEZ, PATRICIA",Lost-Top Two Primary,Lost,Democratic,2012,Standard,ASSEMBLY DISTRICT 011,Open,Energy & Natural Resources
25851,11022753,1,1,600,6,1,2,1000,"HERNANDEZ, PATRICIA",Lost-Top Two Primary,Lost,Democratic,2012,Standard,ASSEMBLY DISTRICT 011,Open,"Finance, Insurance & Real Estate"
25853,11022757,1,1,607,5,1,2,1000,"YOUNG, JOEL B",Lost-Top Two Primary,Lost,Democratic,2012,Standard,ASSEMBLY DISTRICT 018,Open,Energy & Natural Resources
25870,13008600,2,1,622,5,3,2,1000,"JAHN, WILLIAM E (BILL)",Lost-Top Two Primary,Lost,Republican,2012,Standard,ASSEMBLY DISTRICT 033,Challenger,Energy & Natural Resources
25871,11023291,2,1,625,8,1,2,1000,"LACKEY, TOM",Lost-Top Two Primary,Lost,Republican,2012,Standard,ASSEMBLY DISTRICT 036,Open,Health
25922,1593233,2,1,661,8,1,2,1000,"PHAM, LONG",Lost-Top Two Primary,Lost,Republican,2012,Standard,ASSEMBLY DISTRICT 072,Open,Health
25927,11022826,1,1,668,2,1,2,1000,"RAMIREZ, RUDY",Lost-Top Two Primary,Lost,Democratic,2012,Standard,ASSEMBLY DISTRICT 079,Open,Construction
25942,11023102,3,1,600,2,1,2,1000,"AUGUSTINE, LEN",Lost-Top Two Primary,Lost,Third-Party,2012,Standard,ASSEMBLY DISTRICT 011,Open,Construction
28882,13008429,2,3,670,8,1,2,1000,"ALBY, BARBARA",Lost-Primary,Lost,Republican,2011,Special,SENATE DISTRICT 001,Open,Health
28977,16700268,1,3,669,6,1,2,1000,"CASTANEDA, STEVE",Lost-Top Two Primary,Lost,Democratic,2013,Special,ASSEMBLY DISTRICT 080,Open,"Finance, Insurance & Real Estate"
30040,13008609,1,1,625,8,1,2,1000,"DAVENPORT, ROBERT",Lost-General,Lost,Democratic,2002,Standard,ASSEMBLY DISTRICT 036,Open,Health
30044,13008864,2,1,665,6,3,2,1000,"DIVINE, BOB",Lost-General,Lost,Republican,2002,Standard,ASSEMBLY DISTRICT 076,Challenger,"Finance, Insurance & Real Estate"
30074,13008708,2,1,641,8,1,2,1000,"ILES, MARK ANTHONY",Lost-General,Lost,Republican,2002,Standard,ASSEMBLY DISTRICT 052,Open,Health
30078,2260150,2,1,611,5,1,2,1000,"KAWCZYNSKI, STAN",Lost-General,Lost,Republican,2002,Standard,ASSEMBLY DISTRICT 022,Open,Energy & Natural Resources
30140,13008694,2,1,638,5,3,2,1000,"SHEN, GEORGE C",Lost-General,Lost,Republican,2002,Standard,ASSEMBLY DISTRICT 049,Challenger,Energy & Natural Resources
36433,6617064,2,1,620,2,3,2,1000,"CABRAL, RICHARD GUERRA",Lost-General,Lost,Republican,2000,Standard,ASSEMBLY DISTRICT 031,Challenger,Construction
36454,6541366,3,1,654,8,1,2,1000,"FLICKINGER, BONNIE",Lost-General,Lost,Third-Party,2000,Standard,ASSEMBLY DISTRICT 065,Open,Health
36463,6413679,1,1,648,5,1,2,1000,"HALL, MELINE DOLORES",Lost-General,Lost,Democratic,2000,Standard,ASSEMBLY DISTRICT 059,Open,Energy & Natural Resources
36472,332983,1,1,622,8,3,2,1000,"HOULGATE, LAURENCE",Lost-General,Lost,Democratic,2000,Standard,ASSEMBLY DISTRICT 033,Challenger,Health
36498,6413777,1,1,686,6,3,2,1000,"LOTT, RICHARD",Lost-General,Lost,Democratic,2000,Standard,SENATE DISTRICT 017,Challenger,"Finance, Insurance & Real Estate"
36514,6413824,1,1,698,5,1,2,1000,"MELENDEZ, RICHARD",Lost-General,Lost,Democratic,2000,Standard,SENATE DISTRICT 029,Open,Energy & Natural Resources
36566,6617448,2,1,667,5,3,2,1000,"STEEL, JOHN",Lost-General,Lost,Republican,2000,Standard,ASSEMBLY DISTRICT 078,Challenger,Energy & Natural Resources
49608,6451714,1,1,648,5,3,2,1000,"CHRISTIANSEN, CHRISTIAN P",Lost-General,Lost,Democratic,1998,Standard,ASSEMBLY DISTRICT 059,Challenger,Energy & Natural Resources
49687,13008715,2,1,642,4,1,2,1000,"EGGERS, BILL",Lost-General,Lost,Republican,1998,Standard,ASSEMBLY DISTRICT 053,Open,Defense
49690,13008568,1,1,617,5,3,2,1000,"STYLES, ALAN D",Lost-General,Lost,Democratic,1998,Standard,ASSEMBLY DISTRICT 028,Challenger,Energy & Natural Resources
49691,6655117,2,1,651,8,1,2,1000,"ESCOBAR, IRMA",Lost-General,Lost,Republican,1998,Standard,ASSEMBLY DISTRICT 062,Open,Health
49692,6413660,1,1,599,2,1,2,1000,"GRAVERT, DEBRA",Lost-General,Lost,Democratic,1998,Standard,ASSEMBLY DISTRICT 010,Open,Construction
49854,6601248,2,1,624,5,1,2,1000,"POHL, BOB",Lost-General,Lost,Republican,2004,Standard,ASSEMBLY DISTRICT 035,Open,Energy & Natural Resources
49871,1592097,1,1,657,8,1,2,1000,"SNOOK, AL",Lost-General,Lost,Democratic,2004,Standard,ASSEMBLY DISTRICT 068,Open,Health
49874,13011209,2,1,708,5,1,2,1000,"STIRLING, LARRY",Lost-General,Lost,Republican,2004,Standard,SENATE DISTRICT 039,Open,Energy & Natural Resources
49880,6655736,2,1,646,8,3,2,1000,"VALENZUELA JR, VICTOR M",Lost-General,Lost,Republican,2004,Standard,ASSEMBLY DISTRICT 057,Challenger,Health
55020,13008898,1,1,669,2,3,2,1000,"CLUTE, STEVE",Lost-General,Lost,Democratic,2006,Standard,ASSEMBLY DISTRICT 080,Challenger,Construction
56539,2556403,1,1,659,6,3,2,1000,"GLOVER, MICHAEL G",Lost-General,Lost,Democratic,2006,Standard,ASSEMBLY DISTRICT 070,Challenger,"Finance, Insurance & Real Estate"
56583,13008885,2,1,668,8,1,2,1000,"ROESCH, JEAN",Lost-General,Lost,Republican,2006,Standard,ASSEMBLY DISTRICT 079,Open,Health
58341,6601407,2,1,703,4,1,2,1000,"DAUCHER, LYNN",Lost-General,Lost,Republican,2006,Standard,SENATE DISTRICT 034,Open,Defense
61667,6655435,2,1,608,6,1,2,1000,"BRINKMAN, CATHERINE",Lost-General,Lost,Republican,2008,Standard,ASSEMBLY DISTRICT 019,Open,"Finance, Insurance & Real Estate"
61728,13008892,2,1,668,6,3,2,1000,"ROACH, DERRICK W",Lost-General,Lost,Republican,2008,Standard,ASSEMBLY DISTRICT 079,Challenger,"Finance, Insurance & Real Estate"
61729,13008745,2,1,646,5,3,2,1000,"SALDANA, VICTOR",Lost-General,Lost,Republican,2008,Standard,ASSEMBLY DISTRICT 057,Challenger,Energy & Natural Resources
66813,13008421,1,1,592,5,3,2,1000,"HARRINGTON, MICHAEL D (MICKEY)",Lost-General,Lost,Democratic,2010,Standard,ASSEMBLY DISTRICT 003,Challenger,Energy & Natural Resources
66821,13008614,1,1,625,2,3,2,1000,"JONES, LINDA K",Lost-General,Lost,Democratic,2010,Standard,ASSEMBLY DISTRICT 036,Challenger,Construction
66835,6485672,1,1,662,2,3,2,1000,"JONES, JUDITH E",Lost-General,Lost,Democratic,2010,Standard,ASSEMBLY DISTRICT 073,Challenger,Construction
66916,6686083,2,1,601,5,3,2,1000,"FAUSTINO JR, ALFONSO",Lost-General,Lost,Republican,2010,Standard,ASSEMBLY DISTRICT 012,Challenger,Energy & Natural Resources
66925,60008,2,1,610,5,1,2,1000,"CONLON, GREG",Lost-General,Lost,Republican,2010,Standard,ASSEMBLY DISTRICT 021,Open,Energy & Natural Resources
66970,791867,2,1,9172,4,1,2,1000,"VILLINES, MICHAEL N",Lost-General,Lost,Republican,2010,Standard,INSURANCE COMMISSIONER,Open,Defense
66972,13008846,2,1,9174,4,3,2,1000,"WALTERS, MIMI",Lost-General,Lost,Republican,2010,Standard,TREASURER,Challenger,Defense
72779,11023309,2,1,641,6,3,2,1000,"COBLE, KENNY",Lost-General,Lost,Republican,2012,Standard,ASSEMBLY DISTRICT 052,Challenger,"Finance, Insurance & Real Estate"
72792,13008814,2,1,656,4,1,2,1000,"PAULE, PHIL",Lost-General,Lost,Republican,2012,Standard,ASSEMBLY DISTRICT 067,Open,Defense
72799,986558,1,1,663,6,3,2,1000,"RUSH, ROBERT L",Lost-General,Lost,Democratic,2012,Standard,ASSEMBLY DISTRICT 074,Challenger,"Finance, Insurance & Real Estate"
76371,13011184,1,3,686,6,1,2,1000,"PARKER, DARREN W",Lost-Primary,Lost,Democratic,2011,Special,SENATE DISTRICT 017,Open,"Finance, Insurance & Real Estate"
76543,16501266,2,3,701,8,1,2,1000,"LEON, PAUL S",Lost-General,Lost,Republican,2013,Special,SENATE DISTRICT 032,Open,Health
76628,41481,2,3,686,4,1,1,1000,"RUNNER, SHARON",Won-Primary,Won,Republican,2011,Special,SENATE DISTRICT 017,Open,Defense
82851,13008548,1,1,613,4,2,1,1000,"COHN, REBECCA",Won-General,Won,Democratic,2002,Standard,ASSEMBLY DISTRICT 024,Incumbent,Defense
82854,6398593,1,1,634,4,2,1,1000,"GOLDBERG, JACKIE",Won-General,Won,Democratic,2002,Standard,ASSEMBLY DISTRICT 045,Incumbent,Defense
82902,21952,1,1,697,4,2,1,1000,"BOWEN, DEBRA",Won-General,Won,Democratic,2002,Standard,SENATE DISTRICT 028,Incumbent,Defense
82907,13008401,1,1,671,4,2,1,1000,"CHESBRO, WESLEY",Won-General,Won,Democratic,2002,Standard,SENATE DISTRICT 002,Incumbent,Defense
82928,6398942,1,1,612,4,2,1,1000,"DIAZ, MANNY",Won-General,Won,Democratic,2002,Standard,ASSEMBLY DISTRICT 023,Incumbent,Defense
86127,180844,1,1,611,4,2,1,1000,"ALQUIST, ELAINE",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 022,Incumbent,Defense
86133,6617052,2,1,700,4,2,1,1000,"BRULTE, JAMES L",Won-General,Won,Republican,2000,Standard,SENATE DISTRICT 031,Incumbent,Defense
86139,1370786,1,1,628,4,2,1,1000,"CARDENAS, ANTONIO M (TONY)",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 039,Incumbent,Defense
86158,13008738,1,1,645,2,2,1,1000,"HAVICE, SALLY M",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 056,Incumbent,Construction
86167,6617217,2,1,669,4,1,1,1000,"KELLEY, DAVID GERALD",Won-General,Won,Republican,2000,Standard,ASSEMBLY DISTRICT 080,Open,Defense
86184,1967393,2,1,684,4,2,1,1000,"MCPHERSON, BRUCE",Won-General,Won,Republican,2000,Standard,SENATE DISTRICT 015,Incumbent,Defense
86185,1167477,1,1,602,4,2,1,1000,"MIGDEN, CAROLE V",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 013,Incumbent,Defense
103429,6398659,1,1,642,4,1,1,1000,"NAKANO, GEORGE",Won-General,Won,Democratic,1998,Standard,ASSEMBLY DISTRICT 053,Open,Defense
103440,6617390,2,1,9172,4,2,1,1000,"QUACKENBUSH, CHUCK",Won-General,Won,Republican,1998,Standard,INSURANCE COMMISSIONER,Incumbent,Defense
103465,1264215,1,1,9175,4,1,1,1000,"LOCKYER, BILL",Won-General,Won,Democratic,1998,Standard,ATTORNEY GENERAL,Open,Defense
103476,1346984,1,1,637,2,2,1,1000,"WRIGHT, RODERICK D (ROD)",Won-General,Won,Democratic,1998,Standard,ASSEMBLY DISTRICT 048,Incumbent,Construction
103508,21952,1,1,697,4,1,1,1000,"BOWEN, DEBRA",Won-General,Won,Democratic,1998,Standard,SENATE DISTRICT 028,Open,Defense
103512,11022372,2,1,662,4,1,1,1000,"BATES, PATRICIA C (PAT)",Won-General,Won,Republican,1998,Standard,ASSEMBLY DISTRICT 073,Open,Defense
103536,6566757,2,1,683,4,1,1,1000,"POOCHIGIAN, CHARLES S",Won-General,Won,Republican,1998,Standard,SENATE DISTRICT 014,Open,Defense
103550,6654688,2,1,663,4,2,1,1000,"KALOOGIAN, HOWARD",Won-General,Won,Republican,1998,Standard,ASSEMBLY DISTRICT 074,Incumbent,Defense
103554,6413838,1,1,695,4,1,1,1000,"MURRAY, KEVIN",Won-General,Won,Democratic,1998,Standard,SENATE DISTRICT 026,Open,Defense
103576,6413938,1,1,601,4,2,1,1000,"SHELLEY, KEVIN",Won-General,Won,Democratic,1998,Standard,ASSEMBLY DISTRICT 012,Incumbent,Defense
103636,13010608,1,1,687,4,2,1,1000,"OCONNELL, JACK",Won-General,Won,Democratic,1998,Standard,SENATE DISTRICT 018,Incumbent,Defense
103663,2581327,1,1,650,8,1,1,1000,"SOTO, NELL",Won-General,Won,Democratic,1998,Standard,ASSEMBLY DISTRICT 061,Open,Health
103713,6601407,2,1,661,4,2,1,1000,"DAUCHER, LYNN",Won-General,Won,Republican,2004,Standard,ASSEMBLY DISTRICT 072,Incumbent,Defense
103720,6398633,1,1,632,4,2,1,1000,"FROMMER, DARIO",Won-General,Won,Democratic,2004,Standard,ASSEMBLY DISTRICT 043,Incumbent,Defense
103762,41481,2,1,625,4,2,1,1000,"RUNNER, SHARON",Won-General,Won,Republican,2004,Standard,ASSEMBLY DISTRICT 036,Incumbent,Defense
109368,6413790,1,1,674,4,2,1,1000,"MACHADO, MICHAEL J",Won-General,Won,Democratic,2004,Standard,SENATE DISTRICT 005,Incumbent,Defense
110973,13008399,1,1,590,2,2,1,1000,"BERG, PATTY",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 001,Incumbent,Construction
110979,24632,1,1,647,4,1,1,1000,"CALDERON, CHARLES M",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 058,Open,Defense
110980,1257070,1,1,699,4,1,1,1000,"CALDERON, RONALD S (RON)",Won-General,Won,Democratic,2006,Standard,SENATE DISTRICT 030,Open,Defense
110994,1861028,1,1,709,4,2,1,1000,"DUCHENY, DENISE MORENO",Won-General,Won,Democratic,2006,Standard,SENATE DISTRICT 040,Incumbent,Defense
111000,6468728,1,1,631,4,1,1,1000,"FEUER, MIKE",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 042,Open,Defense
111004,6601202,2,1,669,4,2,1,1000,"GARCIA, BONNIE",Won-General,Won,Republican,2006,Standard,ASSEMBLY DISTRICT 080,Incumbent,Defense
111023,13008635,1,1,629,4,2,1,1000,"LEVINE, LLOYD E",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 040,Incumbent,Defense
111028,24848,1,1,701,4,1,1,1000,"NEGRETE-MCLEOD, GLORIA",Won-General,Won,Democratic,2006,Standard,SENATE DISTRICT 032,Open,Defense
111037,6468901,1,1,689,4,1,1,1000,"PADILLA, ALEX",Won-General,Won,Democratic,2006,Standard,SENATE DISTRICT 020,Open,Defense
111043,15524591,1,1,644,4,1,1,1000,"RICHARDSON, LAURA",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 055,Open,Defense
111045,41481,2,1,625,4,2,1,1000,"RUNNER, SHARON",Won-General,Won,Republican,2006,Standard,ASSEMBLY DISTRICT 036,Incumbent,Defense
111048,6452433,1,1,665,2,2,1,1000,"SALDANA, LORI R",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 076,Incumbent,Construction
111056,777369,1,1,609,4,2,1,1000,"TORRICO, ALBERTO",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 020,Incumbent,Defense
115390,238098,1,1,620,4,2,1,1000,"ARAMBULA, JUAN",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 031,Incumbent,Defense
115392,79972,1,1,611,4,2,1,1000,"LIEBER, SALLY J",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 022,Incumbent,Defense
116955,1939759,2,1,622,4,2,1,1000,"BLAKESLEE, SAM",Won-General,Won,Republican,2008,Standard,ASSEMBLY DISTRICT 033,Incumbent,Defense
116961,13008544,1,1,612,4,2,1,1000,"COTO, JOE",Won-General,Won,Democratic,2008,Standard,ASSEMBLY DISTRICT 023,Incumbent,Defense
116966,669601,2,1,659,8,2,1,1000,"DEVORE, CHUCK",Won-General,Won,Republican,2008,Standard,ASSEMBLY DISTRICT 070,Incumbent,Health
116967,1894988,2,1,700,4,2,1,1000,"DUTTON, BOB",Won-General,Won,Republican,2008,Standard,SENATE DISTRICT 031,Incumbent,Defense
116968,13008836,2,1,661,4,2,1,1000,"DUVALL, MICHAEL D (MIKE)",Won-General,Won,Republican,2008,Standard,ASSEMBLY DISTRICT 072,Incumbent,Defense
116969,13008783,2,1,652,4,2,1,1000,"EMMERSON, BILL",Won-General,Won,Republican,2008,Standard,ASSEMBLY DISTRICT 063,Incumbent,Defense
116984,6398722,1,1,708,4,2,1,1000,"KEHOE, CHRISTINE",Won-General,Won,Democratic,2008,Standard,SENATE DISTRICT 039,Incumbent,Defense
116987,2422636,1,1,696,4,2,1,1000,"LOWENTHAL, ALAN",Won-General,Won,Democratic,2008,Standard,SENATE DISTRICT 027,Incumbent,Defense
116991,13008605,1,1,624,4,2,1,1000,"NAVA, PEDRO",Won-General,Won,Democratic,2008,Standard,ASSEMBLY DISTRICT 035,Incumbent,Defense
116998,6452433,1,1,665,4,2,1,1000,"SALDANA, LORI R",Won-General,Won,Democratic,2008,Standard,ASSEMBLY DISTRICT 076,Incumbent,Defense
117004,1259034,1,1,605,2,2,1,1000,"SWANSON, SANDRE R",Won-General,Won,Democratic,2008,Standard,ASSEMBLY DISTRICT 016,Incumbent,Construction
117117,13008846,2,1,702,4,1,1,1000,"WALTERS, MIMI",Won-General,Won,Republican,2008,Standard,SENATE DISTRICT 033,Open,Defense
125751,2020228,1,1,597,2,2,1,1000,"YAMADA, MARIKO",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 008,Incumbent,Construction
125760,21639,1,1,606,4,2,1,1000,"GALGIANI, CATHLEEN",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 017,Incumbent,Defense
125769,322143,1,1,617,2,1,1,1000,"ALEJO, LUIS A",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 028,Open,Construction
125788,2438492,1,1,644,4,2,1,1000,"FURUTANI, WARREN T",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 055,Incumbent,Defense
125794,22144,1,1,658,4,2,1,1000,"SOLORIO, JOSE",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 069,Incumbent,Defense
125810,24848,1,1,701,4,2,1,1000,"NEGRETE-MCLEOD, GLORIA",Won-General,Won,Democratic,2010,Standard,SENATE DISTRICT 032,Incumbent,Defense
125821,13008412,2,1,591,4,2,1,1000,"NIELSEN, JIM",Won-General,Won,Republican,2010,Standard,ASSEMBLY DISTRICT 002,Incumbent,Defense
125833,13008630,2,1,627,4,2,1,1000,"SMYTH, CAMERON M",Won-General,Won,Republican,2010,Standard,ASSEMBLY DISTRICT 038,Incumbent,Defense
125844,13008801,2,1,661,4,2,1,1000,"NORBY, CHRIS",Won-General,Won,Republican,2010,Standard,ASSEMBLY DISTRICT 072,Incumbent,Defense
130809,13008783,2,1,692,4,2,1,1000,"EMMERSON, BILL",Won-General,Won,Republican,2012,Standard,SENATE DISTRICT 023,Incumbent,Defense
130816,13008655,2,1,631,4,2,1,1000,"NESTANDE, BRIAN",Won-General,Won,Republican,2012,Standard,ASSEMBLY DISTRICT 042,Incumbent,Defense
130824,357173,1,1,651,4,2,1,1000,"BRADFORD, STEVE",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 062,Incumbent,Defense
130842,1801952,1,1,626,2,2,1,1000,"WILLIAMS, DAS",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 037,Incumbent,Construction
135163,717012,1,1,597,2,1,1,1000,"COOLEY, KEN",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 008,Open,Construction
135169,11022764,1,1,610,4,1,1,1000,"GRAY, ADAM",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 021,Open,Defense
135171,1516357,2,1,612,5,1,1,1000,"PATTERSON, JIM",Won-General,Won,Republican,2012,Standard,ASSEMBLY DISTRICT 023,Open,Energy & Natural Resources
135177,11022784,1,1,630,4,1,1,1000,"HOLDEN, CHRIS",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 041,Open,Defense
135184,13008754,1,1,647,4,1,1,1000,"GARCIA, CRISTINA",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 058,Open,Defense
135187,386803,1,1,650,5,1,1,1000,"MEDINA, JOSE",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 061,Open,Energy & Natural Resources
135193,26457,2,1,661,2,1,1,1000,"ALLEN, TRAVIS",Won-General,Won,Republican,2012,Standard,ASSEMBLY DISTRICT 072,Open,Construction
135195,13008880,2,1,666,4,1,1,1000,"MAIENSCHEIN, BRIAN",Won-General,Won,Republican,2012,Standard,ASSEMBLY DISTRICT 077,Open,Defense
135203,13008615,2,1,690,4,1,1,1000,"KNIGHT, STEVE",Won-General,Won,Republican,2012,Standard,SENATE DISTRICT 021,Open,Defense
140623,17657395,2,1,15027,6,3,2,1000,"MILLER, DAVID L",Lost-General,Lost,Republican,2012,Standard,US HOUSE DISTRICT CA 032,Challenger,"Finance, Insurance & Real Estate"
140625,17657397,2,1,15025,8,3,2,1000,"REED, MARK S",Lost-Top Two Primary,Lost,Republican,2012,Standard,US HOUSE DISTRICT CA 030,Challenger,Health
140932,2422636,1,1,15042,4,1,1,1000,"LOWENTHAL, ALAN",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 047,Open,Defense
140959,1414363,3,1,15003,5,1,2,1000,"ADAMS, ANTHONY",Lost-Top Two Primary,Lost,Third-Party,2012,Standard,US HOUSE DISTRICT CA 008,Open,Energy & Natural Resources
140968,17657718,2,1,15011,5,3,2,1000,"WHELAN, BRIAN DANIEL",Lost-General,Lost,Republican,2012,Standard,US HOUSE DISTRICT CA 016,Challenger,Energy & Natural Resources
140971,17657721,2,1,15012,6,3,2,1000,"LI, EVELYN",Lost-General,Lost,Republican,2012,Standard,US HOUSE DISTRICT CA 017,Challenger,"Finance, Insurance & Real Estate"
140974,13008587,2,1,15016,4,1,1,1000,"VALADAO, DAVID G",Won-General,Won,Republican,2012,Standard,US HOUSE DISTRICT CA 021,Open,Defense
140991,17657740,2,1,15022,6,3,2,1000,"DURAN, BOB",Lost-Top Two Primary,Lost,Republican,2012,Standard,US HOUSE DISTRICT CA 027,Challenger,"Finance, Insurance & Real Estate"
141016,15570408,1,1,15034,2,3,2,1000,"CHEN, JAY",Lost-General,Lost,Democratic,2012,Standard,US HOUSE DISTRICT CA 039,Challenger,Construction
142214,17658889,2,1,15414,6,3,2,1000,"WILLIAMS, RICK",Lost-Top Two Primary,Lost,Republican,2012,Standard,US SENATE DISTRICT CA SW-CLASS I,Challenger,"Finance, Insurance & Real Estate"
143356,17662226,2,3,15031,5,1,2,1000,"WEBB, MIKE",Lost-Top Two Primary,Lost,Republican,2011,Special,US HOUSE DISTRICT CA 036,Open,Energy & Natural Resources
143568,18912286,1,3,641,2,1,2,1000,"SAUCEDO, MANUEL",Lost-Top Two Primary,Lost,Democratic,2013,Special,ASSEMBLY DISTRICT 052,Open,Construction
143569,18912287,1,3,641,8,1,2,1000,"SOTO, DANIELLE L",Lost-Top Two Primary,Lost,Democratic,2013,Special,ASSEMBLY DISTRICT 052,Open,Health
143604,18912317,1,3,634,6,1,2,1000,"EBENSTEIN, JEFF",Lost-Top Two Primary,Lost,Democratic,2013,Special,ASSEMBLY DISTRICT 045,Open,"Finance, Insurance & Real Estate"
143604,18912317,1,3,634,8,1,2,1000,"EBENSTEIN, JEFF",Lost-Top Two Primary,Lost,Democratic,2013,Special,ASSEMBLY DISTRICT 045,Open,Health
160085,17658640,1,1,15002,4,2,1,1000,"MILLER, GEORGE",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 007,Incumbent,Defense
160493,19710583,2,1,15003,4,1,2,1000,"WALSH, DANA",Lost-Primary,Lost,Republican,2010,Standard,US HOUSE DISTRICT CA 008,Open,Defense
160684,19889654,1,1,15045,4,3,2,1000,"BUSBY, FRANCINE",Lost-General,Lost,Democratic,2010,Standard,US HOUSE DISTRICT CA 050,Challenger,Defense
